0	-2997	-121.23	49.72	81.17			
0	-2994	-121.23	49.98	81.13			
0	-2991	-121.24	50.23	81.08			
0	-2988	-121.25	50.49	81.03			
0	-2985	-121.25	50.74	80.99			
0	-2982	-121.25	51.00	80.94			
0	-2979	-121.26	51.25	80.89			
0	-2976	-121.26	51.50	80.84			
0	-2973	-121.26	51.76	80.80			
0	-2970	-121.26	52.01	80.75			
0	-2967	-121.26	52.26	80.70			
0	-2964	-121.25	52.51	80.65			
0	-2961	-121.25	52.76	80.60			
0	-2958	-121.25	53.02	80.54			
0	-2955	-121.24	53.27	80.49			
0	-2952	-121.24	53.52	80.44			
0	-2949	-121.23	53.77	80.39			
0	-2946	-121.22	54.02	80.33			
0	-2943	-121.22	54.27	80.28			
0	-2940	-121.21	54.51	80.22			
0	-2937	-121.20	54.76	80.17			
0	-2934	-121.19	55.01	80.11			
0	-2931	-121.17	55.26	80.06			
0	-2928	-121.16	55.51	80.00			
0	-2925	-121.15	55.75	79.94			
0	-2922	-121.13	56.00	79.88			
0	-2919	-121.12	56.24	79.83			
0	-2916	-121.10	56.49	79.77			
0	-2913	-121.08	56.74	79.71			
0	-2910	-121.07	56.98	79.65			
0	-2907	-121.05	57.22	79.59			
0	-2904	-121.03	57.47	79.53			
0	-2901	-121.01	57.71	79.46			
0	-2898	-120.99	57.95	79.40			
0	-2895	-120.96	58.20	79.34			
0	-2892	-120.94	58.44	79.28			
0	-2889	-120.92	58.68	79.21			
0	-2886	-120.89	58.92	79.15			
0	-2883	-120.86	59.16	79.08			
0	-2880	-120.84	59.40	79.02			
0	-2877	-120.81	59.64	78.95			
0	-2874	-120.78	59.88	78.88			
0	-2871	-120.75	60.12	78.82			
0	-2868	-120.72	60.36	78.75			
0	-2865	-120.69	60.60	78.68			
0	-2862	-120.66	60.84	78.61			
0	-2859	-120.63	61.08	78.55			
0	-2856	-120.59	61.31	78.48			
0	-2853	-120.56	61.55	78.41			
0	-2850	-120.52	61.78	78.33			
0	-2847	-120.49	62.02	78.26			
0	-2844	-120.45	62.26	78.19			
0	-2841	-120.41	62.49	78.12			
0	-2838	-120.37	62.73	78.05			
0	-2835	-120.33	62.96	77.97			
0	-2832	-120.29	63.19	77.90			
0	-2829	-120.25	63.43	77.83			
0	-2826	-120.21	63.66	77.75			
0	-2823	-120.16	63.89	77.68			
0	-2820	-120.12	64.12	77.60			
0	-2817	-120.07	64.35	77.52			
0	-2814	-120.03	64.58	77.45			
0	-2811	-119.98	64.81	77.37			
0	-2808	-119.93	65.04	77.29			
0	-2805	-119.88	65.27	77.22			
0	-2802	-119.84	65.50	77.14			
0	-2799	-119.79	65.73	77.06			
0	-2796	-119.73	65.96	76.98			
0	-2793	-119.68	66.19	76.90			
0	-2790	-119.63	66.41	76.82			
0	-2787	-119.58	66.64	76.74			
